id,file,algo,protocol,arch,opcode_count,nodes,edges,entropy
1740,sample_1740_mips.bin,HMAC,TLS,mips,61,17,19,4.1
1741,sample_1741_arm.bin,CAST-ECB,WiFi,arm,191,19,25,1.73
1742,sample_1742_z80.bin,ECDSA,Bluetooth,z80,114,12,18,6.11
1743,sample_1743_risc.bin,SHA256,DTLS,risc,171,12,10,6.38
1744,sample_1744_risc.bin,SHA1,SSH,risc,83,11,11,7.62
1745,sample_1745_risc.bin,Blowfish-CBC,DTLS,risc,116,14,5,1.42
1746,sample_1746_arm.bin,RSA,Bluetooth,arm,54,18,10,1.29
1747,sample_1747_risc.bin,Blowfish-CBC,SSH,risc,51,8,8,7.48
1748,sample_1748_x86.bin,RC4-ECB,WiFi,x86,145,7,17,3.19
1749,sample_1749_risc.bin,HMAC,WiFi,risc,138,14,7,0.64
1750,sample_1750_arm.bin,DES-ECB,TLS,arm,161,8,20,7.74
1751,sample_1751_x86.bin,IDEA-CBC,SSH,x86,120,7,24,3.26
1752,sample_1752_mips.bin,RC4-CBC,Bluetooth,mips,99,14,5,0.42
1753,sample_1753_x86.bin,CAST-ECB,WiFi,x86,73,6,10,2.75
1754,sample_1754_avr.bin,SHA1,Bluetooth,avr,135,8,5,3.98
1755,sample_1755_risc.bin,CAST-CBC,TLS,risc,99,10,16,7.39
1756,sample_1756_riscv.bin,CAST-ECB,WiFi,riscv,156,14,10,2.58
1757,sample_1757_avr.bin,3DES-ECB,TLS,avr,187,20,13,2.98
1758,sample_1758_x86.bin,RC4-ECB,WiFi,x86,59,18,14,7.52
1759,sample_1759_risc.bin,AES-CBC,WiFi,risc,192,11,17,5.54
1760,sample_1760_mips.bin,Blowfish-CBC,TLS,mips,133,5,10,0.3
1761,sample_1761_z80.bin,ECDSA,Bluetooth,z80,193,15,22,2.19
1762,sample_1762_mips.bin,SHA256,TLS,mips,78,12,21,3.31
1763,sample_1763_mips.bin,DES-ECB,TLS,mips,155,9,20,7.81
1764,sample_1764_mips.bin,CAST-CBC,SSH,mips,196,13,5,1.09
1765,sample_1765_riscv.bin,CAST-CBC,WiFi,riscv,137,18,14,0.39
1766,sample_1766_x86.bin,RC4-CBC,DTLS,x86,189,8,12,0.5
1767,sample_1767_riscv.bin,DES-ECB,TLS,riscv,73,13,9,5.47
1768,sample_1768_arm.bin,IDEA-CBC,SSH,arm,141,13,18,2.5
1769,sample_1769_riscv.bin,RSA,DTLS,riscv,190,17,21,0.59
1770,sample_1770_riscv.bin,Twofish-ECB,TLS,riscv,167,13,14,4.93
1771,sample_1771_z80.bin,ECDHE,Bluetooth,z80,123,14,9,0.65
1772,sample_1772_mips.bin,AES-ECB,SSH,mips,77,13,7,2.04
1773,sample_1773_risc.bin,Twofish-CBC,Bluetooth,risc,163,17,19,1.49
1774,sample_1774_riscv.bin,3DES-ECB,DTLS,riscv,126,8,22,4.35
1775,sample_1775_x86.bin,IDEA-CBC,Bluetooth,x86,111,15,23,6.36
1776,sample_1776_risc.bin,AES-ECB,WiFi,risc,78,17,13,6.08
1777,sample_1777_z80.bin,SHA1,TLS,z80,187,19,18,1.95
1778,sample_1778_x86.bin,3DES-CBC,DTLS,x86,76,6,12,6.92
1779,sample_1779_avr.bin,IDEA-CBC,SSH,avr,126,8,10,1.41
1780,sample_1780_risc.bin,CHACHA20,Bluetooth,risc,92,18,23,2.77
1781,sample_1781_avr.bin,CHACHA20,WiFi,avr,99,18,6,2.13
1782,sample_1782_riscv.bin,AES-CBC,DTLS,riscv,54,16,9,1.04
1783,sample_1783_mips.bin,CAST-ECB,SSH,mips,150,5,25,3.18
1784,sample_1784_riscv.bin,IDEA-ECB,SSH,riscv,84,6,7,0.7
1785,sample_1785_riscv.bin,CAST-ECB,Bluetooth,riscv,187,10,20,2.34
1786,sample_1786_x86.bin,ECDHE,DTLS,x86,187,12,14,5.22
1787,sample_1787_x86.bin,ECDSA,DTLS,x86,156,6,22,0.73
1788,sample_1788_risc.bin,GCM,SSH,risc,80,10,17,5.75
1789,sample_1789_x86.bin,RC4-ECB,WiFi,x86,162,6,16,4.18
1790,sample_1790_avr.bin,SHA1,SSH,avr,74,7,25,4.1
1791,sample_1791_mips.bin,CAST-ECB,Bluetooth,mips,54,7,6,2.57
1792,sample_1792_mips.bin,Twofish-CBC,Bluetooth,mips,141,12,8,0.6
1793,sample_1793_arm.bin,Twofish-CBC,DTLS,arm,175,8,23,1.69
1794,sample_1794_arm.bin,RC4-CBC,TLS,arm,62,7,12,2.47
1795,sample_1795_mips.bin,Blowfish-CBC,Bluetooth,mips,152,10,14,7.86
1796,sample_1796_riscv.bin,3DES-CBC,DTLS,riscv,157,11,8,3.37
1797,sample_1797_x86.bin,HMAC,SSH,x86,50,15,19,5.15
1798,sample_1798_risc.bin,SHA256,SSH,risc,116,10,12,7.83
1799,sample_1799_mips.bin,CAST-ECB,Bluetooth,mips,104,12,14,7.19
1800,sample_1800_arm.bin,3DES-CBC,DTLS,arm,99,20,21,4.63
1801,sample_1801_avr.bin,Blowfish-CBC,TLS,avr,67,20,25,5.92
1802,sample_1802_z80.bin,DES-CBC,WiFi,z80,135,11,19,4.21
1803,sample_1803_arm.bin,Blowfish-ECB,TLS,arm,98,10,9,2.04
1804,sample_1804_mips.bin,IDEA-CBC,TLS,mips,150,13,19,4.68
1805,sample_1805_x86.bin,CAST-ECB,WiFi,x86,147,18,19,6.5
1806,sample_1806_mips.bin,RC4-ECB,DTLS,mips,56,16,6,7.26
1807,sample_1807_avr.bin,RC4-ECB,DTLS,avr,138,17,22,2.02
1808,sample_1808_avr.bin,3DES-ECB,DTLS,avr,85,13,10,7.97
1809,sample_1809_riscv.bin,RC4-CBC,Bluetooth,riscv,163,9,18,7.71
1810,sample_1810_riscv.bin,DES-CBC,TLS,riscv,198,20,14,7.26
1811,sample_1811_x86.bin,DES-CBC,DTLS,x86,170,20,16,3.38
1812,sample_1812_arm.bin,CAST-CBC,Bluetooth,arm,163,9,16,7.34
1813,sample_1813_risc.bin,AES-ECB,SSH,risc,63,6,16,3.62
1814,sample_1814_z80.bin,GCM,SSH,z80,87,18,15,6.65
1815,sample_1815_arm.bin,AES-ECB,TLS,arm,150,10,14,3.11
1816,sample_1816_z80.bin,SHA1,SSH,z80,53,18,15,0.85
1817,sample_1817_avr.bin,AES-CBC,TLS,avr,195,13,18,5.33
1818,sample_1818_mips.bin,RSA,DTLS,mips,183,10,18,7.92
1819,sample_1819_arm.bin,HMAC,Bluetooth,arm,98,19,14,0.9
1820,sample_1820_mips.bin,AES-ECB,SSH,mips,158,13,12,6.03
1821,sample_1821_risc.bin,RC4-CBC,Bluetooth,risc,194,6,16,6.72
1822,sample_1822_avr.bin,IDEA-CBC,WiFi,avr,96,10,21,6.25
1823,sample_1823_riscv.bin,DES-ECB,Bluetooth,riscv,120,8,6,1.83
1824,sample_1824_x86.bin,SHA256,DTLS,x86,144,5,25,7.38
1825,sample_1825_risc.bin,ECDSA,TLS,risc,90,11,12,7.67
1826,sample_1826_x86.bin,HMAC,DTLS,x86,154,18,22,7.89
1827,sample_1827_avr.bin,Twofish-CBC,SSH,avr,70,20,7,7.16
1828,sample_1828_x86.bin,SHA256,DTLS,x86,114,20,6,4.42
1829,sample_1829_avr.bin,IDEA-ECB,WiFi,avr,52,6,15,7.95
1830,sample_1830_riscv.bin,HMAC,DTLS,riscv,118,13,11,2.34
1831,sample_1831_arm.bin,ECDHE,TLS,arm,69,12,12,5.76
1832,sample_1832_riscv.bin,CAST-ECB,SSH,riscv,187,17,5,3.07
1833,sample_1833_z80.bin,CAST-ECB,DTLS,z80,53,19,15,7.6
1834,sample_1834_z80.bin,RC4-CBC,SSH,z80,183,13,6,0.51
1835,sample_1835_avr.bin,ECDHE,DTLS,avr,64,12,19,1.25
1836,sample_1836_x86.bin,IDEA-ECB,TLS,x86,150,7,15,5.63
1837,sample_1837_arm.bin,SHA1,WiFi,arm,146,5,23,2.08
1838,sample_1838_arm.bin,SHA256,TLS,arm,52,19,20,7.78
1839,sample_1839_risc.bin,IDEA-ECB,Bluetooth,risc,117,14,19,6.26
1840,sample_1840_riscv.bin,Blowfish-ECB,SSH,riscv,92,18,21,1.7
1841,sample_1841_mips.bin,SHA256,Bluetooth,mips,147,10,15,6.01
1842,sample_1842_avr.bin,IDEA-ECB,SSH,avr,73,19,13,3.03
1843,sample_1843_z80.bin,3DES-ECB,Bluetooth,z80,161,10,10,1.58
1844,sample_1844_arm.bin,Twofish-ECB,DTLS,arm,85,15,5,6.72
1845,sample_1845_riscv.bin,3DES-CBC,Bluetooth,riscv,111,15,5,2.2
1846,sample_1846_avr.bin,Twofish-ECB,DTLS,avr,121,15,18,3.43
1847,sample_1847_mips.bin,3DES-CBC,TLS,mips,187,6,10,6.58
1848,sample_1848_x86.bin,ECDSA,SSH,x86,137,15,19,5.28
1849,sample_1849_avr.bin,RSA,WiFi,avr,195,14,19,2.54
1850,sample_1850_mips.bin,AES-CBC,Bluetooth,mips,106,16,16,3.26
1851,sample_1851_risc.bin,Twofish-CBC,Bluetooth,risc,166,12,17,4.4
1852,sample_1852_z80.bin,RC4-ECB,WiFi,z80,159,13,17,5.38
1853,sample_1853_x86.bin,3DES-CBC,Bluetooth,x86,194,6,10,8.0
1854,sample_1854_riscv.bin,Blowfish-ECB,SSH,riscv,117,5,8,7.16
1855,sample_1855_mips.bin,IDEA-CBC,Bluetooth,mips,69,14,20,7.63
1856,sample_1856_arm.bin,DES-CBC,DTLS,arm,70,8,6,2.79
1857,sample_1857_x86.bin,Blowfish-ECB,DTLS,x86,96,11,21,2.33
1858,sample_1858_mips.bin,ECDSA,Bluetooth,mips,120,14,18,1.67
1859,sample_1859_x86.bin,CHACHA20,Bluetooth,x86,156,16,19,2.42
1860,sample_1860_z80.bin,3DES-CBC,DTLS,z80,161,10,20,4.81
1861,sample_1861_z80.bin,AES-ECB,SSH,z80,67,8,13,4.87
1862,sample_1862_arm.bin,ECDHE,SSH,arm,198,7,16,4.55
1863,sample_1863_x86.bin,RC4-ECB,Bluetooth,x86,163,9,19,6.2
1864,sample_1864_avr.bin,CHACHA20,TLS,avr,90,19,9,4.99
1865,sample_1865_riscv.bin,ECDSA,DTLS,riscv,132,9,13,4.58
1866,sample_1866_x86.bin,AES-CBC,TLS,x86,115,15,19,7.38
1867,sample_1867_avr.bin,AES-CBC,TLS,avr,121,16,10,0.14
1868,sample_1868_risc.bin,DES-ECB,WiFi,risc,86,13,9,6.83
1869,sample_1869_z80.bin,Twofish-CBC,TLS,z80,101,8,12,0.53
1870,sample_1870_avr.bin,Blowfish-CBC,WiFi,avr,130,9,5,2.38
1871,sample_1871_arm.bin,DES-CBC,TLS,arm,118,11,8,4.46
1872,sample_1872_mips.bin,Twofish-ECB,DTLS,mips,91,17,14,1.95
1873,sample_1873_arm.bin,DES-CBC,SSH,arm,151,16,11,2.46
1874,sample_1874_x86.bin,ECDHE,Bluetooth,x86,73,16,20,5.07
1875,sample_1875_z80.bin,RSA,Bluetooth,z80,157,10,22,3.88
1876,sample_1876_mips.bin,AES-CBC,DTLS,mips,174,18,23,2.28
1877,sample_1877_riscv.bin,GCM,TLS,riscv,127,18,15,1.15
1878,sample_1878_arm.bin,AES-CBC,DTLS,arm,121,15,17,6.96
1879,sample_1879_x86.bin,GCM,WiFi,x86,72,17,18,6.44
1880,sample_1880_x86.bin,ECDHE,DTLS,x86,172,10,5,4.82
1881,sample_1881_risc.bin,RC4-CBC,Bluetooth,risc,146,16,12,7.54
1882,sample_1882_risc.bin,ECDHE,Bluetooth,risc,190,11,23,5.67
1883,sample_1883_mips.bin,Blowfish-CBC,SSH,mips,136,16,18,4.31
1884,sample_1884_avr.bin,SHA1,DTLS,avr,177,8,9,0.39
1885,sample_1885_risc.bin,HMAC,SSH,risc,118,17,18,2.6
1886,sample_1886_arm.bin,RC4-CBC,DTLS,arm,200,12,21,2.62
1887,sample_1887_x86.bin,DES-ECB,WiFi,x86,146,13,24,3.24
1888,sample_1888_z80.bin,DES-CBC,SSH,z80,106,16,18,0.98
1889,sample_1889_mips.bin,RC4-ECB,Bluetooth,mips,153,5,24,0.7
1890,sample_1890_x86.bin,Twofish-ECB,SSH,x86,151,5,24,1.93
1891,sample_1891_z80.bin,Blowfish-CBC,Bluetooth,z80,170,12,8,1.06
1892,sample_1892_risc.bin,CHACHA20,TLS,risc,136,20,5,5.25
1893,sample_1893_risc.bin,3DES-ECB,TLS,risc,141,6,19,0.4
1894,sample_1894_riscv.bin,RSA,TLS,riscv,104,15,11,6.44
1895,sample_1895_arm.bin,AES-CBC,WiFi,arm,185,10,8,6.24
1896,sample_1896_arm.bin,CAST-ECB,WiFi,arm,173,7,13,0.52
1897,sample_1897_risc.bin,CAST-ECB,SSH,risc,90,20,5,6.41
1898,sample_1898_risc.bin,RSA,TLS,risc,126,14,6,0.97
1899,sample_1899_z80.bin,Twofish-ECB,DTLS,z80,134,8,19,6.78
1900,sample_1900_z80.bin,IDEA-ECB,TLS,z80,59,9,15,5.71
1901,sample_1901_x86.bin,3DES-ECB,WiFi,x86,168,16,13,4.69
1902,sample_1902_z80.bin,IDEA-ECB,SSH,z80,160,11,20,5.83
1903,sample_1903_x86.bin,DES-ECB,SSH,x86,190,11,11,0.48
1904,sample_1904_riscv.bin,RC4-CBC,WiFi,riscv,99,5,5,6.92
1905,sample_1905_mips.bin,DES-ECB,DTLS,mips,60,16,9,4.52
1906,sample_1906_x86.bin,Blowfish-ECB,WiFi,x86,189,12,7,5.99
1907,sample_1907_risc.bin,RC4-CBC,WiFi,risc,62,14,16,6.78
1908,sample_1908_avr.bin,3DES-CBC,DTLS,avr,166,14,19,3.4
1909,sample_1909_arm.bin,CAST-CBC,Bluetooth,arm,113,19,21,4.69
1910,sample_1910_mips.bin,CHACHA20,SSH,mips,121,8,20,5.62
1911,sample_1911_mips.bin,HMAC,SSH,mips,69,11,13,0.93
1912,sample_1912_z80.bin,GCM,WiFi,z80,101,5,13,5.21
1913,sample_1913_x86.bin,AES-CBC,WiFi,x86,140,15,6,5.54
1914,sample_1914_avr.bin,ECDSA,SSH,avr,59,18,6,2.37
1915,sample_1915_arm.bin,GCM,DTLS,arm,50,9,13,3.94
1916,sample_1916_avr.bin,RC4-ECB,DTLS,avr,199,7,7,0.57
1917,sample_1917_risc.bin,RSA,TLS,risc,116,16,23,2.84
1918,sample_1918_risc.bin,Blowfish-ECB,SSH,risc,179,19,10,4.5
1919,sample_1919_mips.bin,SHA256,TLS,mips,131,8,8,7.34
1920,sample_1920_x86.bin,DES-CBC,Bluetooth,x86,77,10,20,7.74
1921,sample_1921_avr.bin,RC4-CBC,DTLS,avr,53,5,14,4.68
1922,sample_1922_z80.bin,AES-ECB,Bluetooth,z80,123,17,18,1.28
1923,sample_1923_avr.bin,Blowfish-ECB,SSH,avr,77,13,16,0.88
1924,sample_1924_z80.bin,HMAC,Bluetooth,z80,53,16,22,3.25
1925,sample_1925_mips.bin,GCM,SSH,mips,99,10,15,1.71
1926,sample_1926_x86.bin,ECDSA,DTLS,x86,102,6,10,1.95
1927,sample_1927_risc.bin,DES-ECB,Bluetooth,risc,62,8,12,3.98
1928,sample_1928_mips.bin,ECDSA,SSH,mips,196,17,13,7.76
1929,sample_1929_x86.bin,GCM,DTLS,x86,92,12,24,1.65
1930,sample_1930_z80.bin,RSA,DTLS,z80,181,5,10,5.96
1931,sample_1931_avr.bin,3DES-CBC,TLS,avr,94,8,22,4.48
1932,sample_1932_arm.bin,Blowfish-ECB,Bluetooth,arm,164,12,14,3.03
1933,sample_1933_x86.bin,HMAC,WiFi,x86,159,15,13,6.62
1934,sample_1934_mips.bin,ECDHE,TLS,mips,63,20,17,0.58
1935,sample_1935_risc.bin,IDEA-ECB,DTLS,risc,126,6,25,0.68
1936,sample_1936_mips.bin,RSA,WiFi,mips,170,14,8,1.0
1937,sample_1937_mips.bin,RC4-CBC,Bluetooth,mips,55,19,13,3.86
1938,sample_1938_mips.bin,ECDHE,WiFi,mips,184,19,25,5.71
1939,sample_1939_mips.bin,ECDHE,DTLS,mips,108,9,10,5.13
1940,sample_1940_risc.bin,CAST-CBC,TLS,risc,70,19,16,1.7
1941,sample_1941_riscv.bin,RC4-ECB,Bluetooth,riscv,138,15,25,2.29
1942,sample_1942_risc.bin,RSA,DTLS,risc,92,10,15,6.77
1943,sample_1943_riscv.bin,AES-ECB,DTLS,riscv,138,7,6,3.14
1944,sample_1944_avr.bin,3DES-ECB,TLS,avr,197,15,10,7.71
1945,sample_1945_z80.bin,SHA256,TLS,z80,113,14,12,1.41
1946,sample_1946_x86.bin,AES-ECB,SSH,x86,102,11,10,2.21
1947,sample_1947_riscv.bin,CAST-CBC,Bluetooth,riscv,152,19,22,7.62
1948,sample_1948_risc.bin,ECDHE,Bluetooth,risc,141,5,17,3.55
1949,sample_1949_riscv.bin,AES-ECB,TLS,riscv,64,7,16,3.62
1950,sample_1950_risc.bin,SHA1,WiFi,risc,105,5,12,3.87
1951,sample_1951_z80.bin,Blowfish-ECB,SSH,z80,184,11,18,6.87
1952,sample_1952_x86.bin,AES-ECB,Bluetooth,x86,167,16,19,5.59
1953,sample_1953_x86.bin,Blowfish-CBC,Bluetooth,x86,164,14,16,5.66
1954,sample_1954_riscv.bin,IDEA-CBC,DTLS,riscv,140,14,9,2.0
1955,sample_1955_arm.bin,ECDSA,Bluetooth,arm,75,6,15,4.86
1956,sample_1956_risc.bin,AES-CBC,DTLS,risc,170,8,9,4.9
1957,sample_1957_risc.bin,Blowfish-CBC,DTLS,risc,132,16,24,5.54
1958,sample_1958_x86.bin,SHA1,TLS,x86,127,6,8,2.4
1959,sample_1959_risc.bin,CAST-CBC,TLS,risc,111,10,22,0.06
1960,sample_1960_z80.bin,CAST-ECB,SSH,z80,177,17,8,2.42
1961,sample_1961_x86.bin,SHA256,Bluetooth,x86,87,17,10,1.8
1962,sample_1962_z80.bin,HMAC,TLS,z80,125,6,5,3.98
1963,sample_1963_arm.bin,ECDSA,Bluetooth,arm,136,7,20,4.86
1964,sample_1964_arm.bin,HMAC,WiFi,arm,83,8,18,0.31
1965,sample_1965_mips.bin,HMAC,WiFi,mips,116,20,12,3.92
1966,sample_1966_riscv.bin,IDEA-CBC,DTLS,riscv,175,17,6,7.52
1967,sample_1967_arm.bin,ECDSA,WiFi,arm,143,7,10,7.42
1968,sample_1968_risc.bin,CAST-CBC,SSH,risc,60,20,6,1.87
1969,sample_1969_arm.bin,IDEA-ECB,SSH,arm,76,10,13,0.11
1970,sample_1970_risc.bin,Blowfish-ECB,Bluetooth,risc,98,12,12,5.52
1971,sample_1971_arm.bin,DES-CBC,Bluetooth,arm,94,11,16,3.49
1972,sample_1972_riscv.bin,3DES-CBC,Bluetooth,riscv,101,13,20,0.37
1973,sample_1973_x86.bin,CHACHA20,DTLS,x86,123,19,5,0.95
1974,sample_1974_mips.bin,HMAC,TLS,mips,179,12,15,3.77
1975,sample_1975_arm.bin,Twofish-CBC,SSH,arm,68,9,25,4.4
1976,sample_1976_riscv.bin,ECDSA,DTLS,riscv,102,13,10,4.46
1977,sample_1977_x86.bin,RSA,SSH,x86,116,10,22,5.99
1978,sample_1978_riscv.bin,RC4-ECB,DTLS,riscv,115,16,16,0.26
1979,sample_1979_x86.bin,SHA256,TLS,x86,162,8,23,3.71
1980,sample_1980_riscv.bin,CAST-CBC,WiFi,riscv,91,14,9,2.02
1981,sample_1981_arm.bin,RC4-ECB,Bluetooth,arm,53,6,24,5.08
1982,sample_1982_avr.bin,DES-ECB,DTLS,avr,51,15,10,7.56
1983,sample_1983_avr.bin,AES-ECB,TLS,avr,86,5,16,0.45
1984,sample_1984_avr.bin,Blowfish-ECB,DTLS,avr,168,11,8,1.41
1985,sample_1985_risc.bin,RC4-CBC,DTLS,risc,57,16,9,2.85
1986,sample_1986_avr.bin,CAST-ECB,SSH,avr,68,6,19,4.3
1987,sample_1987_riscv.bin,CAST-ECB,DTLS,riscv,193,18,17,0.51
1988,sample_1988_arm.bin,AES-CBC,WiFi,arm,111,20,19,1.97
1989,sample_1989_risc.bin,CAST-ECB,SSH,risc,85,16,9,4.71
1990,sample_1990_z80.bin,RSA,TLS,z80,118,12,7,1.39
1991,sample_1991_avr.bin,3DES-CBC,SSH,avr,66,8,10,7.95
1992,sample_1992_arm.bin,GCM,DTLS,arm,88,11,17,3.12
1993,sample_1993_arm.bin,Blowfish-ECB,Bluetooth,arm,80,19,15,7.19
1994,sample_1994_arm.bin,RC4-ECB,TLS,arm,122,6,24,7.63
1995,sample_1995_arm.bin,Blowfish-CBC,DTLS,arm,145,18,7,7.08
1996,sample_1996_avr.bin,Blowfish-ECB,TLS,avr,154,12,19,0.25
1997,sample_1997_arm.bin,IDEA-ECB,TLS,arm,192,16,9,3.17
1998,sample_1998_x86.bin,IDEA-ECB,Bluetooth,x86,88,5,6,7.82
1999,sample_1999_z80.bin,IDEA-ECB,Bluetooth,z80,79,15,8,1.21
2000,sample_2000_x86.bin,Twofish-CBC,SSH,x86,169,20,22,7.09
2001,sample_2001_mips.bin,SHA1,DTLS,mips,155,20,11,1.84
2002,sample_2002_x86.bin,CHACHA20,TLS,x86,153,15,5,2.49
2003,sample_2003_z80.bin,RC4-CBC,DTLS,z80,187,14,17,3.41
2004,sample_2004_z80.bin,DES-ECB,DTLS,z80,122,14,22,7.57
2005,sample_2005_avr.bin,AES-ECB,SSH,avr,70,10,16,5.42
2006,sample_2006_mips.bin,IDEA-CBC,TLS,mips,66,20,25,7.66
2007,sample_2007_avr.bin,Twofish-CBC,SSH,avr,146,9,22,0.61
2008,sample_2008_riscv.bin,3DES-ECB,SSH,riscv,94,5,24,5.97
2009,sample_2009_avr.bin,Blowfish-ECB,Bluetooth,avr,196,10,6,4.1
2010,sample_2010_arm.bin,CAST-ECB,SSH,arm,142,8,21,1.99
2011,sample_2011_avr.bin,IDEA-ECB,Bluetooth,avr,91,17,7,4.61
2012,sample_2012_z80.bin,AES-ECB,DTLS,z80,184,20,18,4.21
2013,sample_2013_risc.bin,GCM,Bluetooth,risc,123,17,25,7.37
2014,sample_2014_arm.bin,Blowfish-CBC,TLS,arm,196,10,12,7.28
2015,sample_2015_arm.bin,IDEA-CBC,DTLS,arm,177,13,21,2.15
2016,sample_2016_z80.bin,CAST-ECB,TLS,z80,121,5,19,5.58
2017,sample_2017_z80.bin,AES-ECB,SSH,z80,82,19,6,5.14
2018,sample_2018_arm.bin,SHA1,SSH,arm,163,8,23,1.43
2019,sample_2019_arm.bin,DES-ECB,WiFi,arm,198,7,6,3.03
2020,sample_2020_riscv.bin,CHACHA20,WiFi,riscv,115,19,7,3.25
2021,sample_2021_risc.bin,Twofish-CBC,WiFi,risc,96,15,20,3.38
2022,sample_2022_risc.bin,RSA,SSH,risc,87,14,24,1.08
2023,sample_2023_x86.bin,Twofish-CBC,Bluetooth,x86,156,17,16,0.56
2024,sample_2024_avr.bin,ECDHE,WiFi,avr,141,14,25,3.19
2025,sample_2025_riscv.bin,Twofish-ECB,Bluetooth,riscv,74,17,10,1.64
2026,sample_2026_arm.bin,IDEA-CBC,TLS,arm,130,13,8,3.63
2027,sample_2027_arm.bin,Blowfish-ECB,WiFi,arm,141,6,21,6.6
2028,sample_2028_x86.bin,SHA1,Bluetooth,x86,164,15,9,0.33
2029,sample_2029_mips.bin,IDEA-CBC,SSH,mips,107,10,23,6.65
2030,sample_2030_risc.bin,RSA,TLS,risc,76,14,24,1.28
2031,sample_2031_x86.bin,RSA,Bluetooth,x86,121,11,16,4.12
2032,sample_2032_mips.bin,CAST-CBC,TLS,mips,75,11,11,2.79
2033,sample_2033_mips.bin,RC4-CBC,WiFi,mips,195,10,8,3.56
2034,sample_2034_avr.bin,HMAC,DTLS,avr,165,14,18,1.96
2035,sample_2035_risc.bin,RSA,WiFi,risc,175,9,15,3.04
2036,sample_2036_z80.bin,ECDHE,DTLS,z80,154,19,20,4.63
2037,sample_2037_riscv.bin,SHA256,Bluetooth,riscv,158,6,11,1.47
2038,sample_2038_riscv.bin,SHA1,Bluetooth,riscv,179,15,21,2.6
2039,sample_2039_avr.bin,Blowfish-ECB,Bluetooth,avr,173,16,11,1.07
2040,sample_2040_mips.bin,SHA256,TLS,mips,156,10,6,4.97
2041,sample_2041_risc.bin,GCM,SSH,risc,69,17,22,2.87
2042,sample_2042_risc.bin,IDEA-ECB,TLS,risc,161,15,15,0.87
2043,sample_2043_avr.bin,SHA256,TLS,avr,158,18,22,2.48
2044,sample_2044_risc.bin,AES-CBC,Bluetooth,risc,155,16,20,5.82
2045,sample_2045_mips.bin,IDEA-ECB,DTLS,mips,88,14,20,1.62
2046,sample_2046_avr.bin,3DES-CBC,Bluetooth,avr,161,13,12,1.02
2047,sample_2047_z80.bin,3DES-CBC,SSH,z80,86,7,15,3.21
2048,sample_2048_risc.bin,DES-CBC,DTLS,risc,132,18,16,1.45
2049,sample_2049_riscv.bin,RC4-CBC,TLS,riscv,108,19,6,0.66
2050,sample_2050_avr.bin,HMAC,DTLS,avr,51,9,23,7.09
2051,sample_2051_mips.bin,Blowfish-CBC,WiFi,mips,188,14,22,0.98
2052,sample_2052_riscv.bin,Twofish-ECB,WiFi,riscv,170,16,23,2.54
2053,sample_2053_riscv.bin,Twofish-ECB,TLS,riscv,65,20,12,5.84
2054,sample_2054_mips.bin,CHACHA20,DTLS,mips,146,9,15,0.96
2055,sample_2055_z80.bin,GCM,SSH,z80,60,15,12,6.73
2056,sample_2056_z80.bin,RSA,TLS,z80,126,18,23,3.23
2057,sample_2057_risc.bin,RC4-ECB,TLS,risc,132,18,21,7.41
2058,sample_2058_arm.bin,CHACHA20,SSH,arm,182,16,24,7.27
2059,sample_2059_x86.bin,ECDHE,SSH,x86,78,7,6,4.7
2060,sample_2060_avr.bin,3DES-CBC,SSH,avr,154,13,15,1.03
2061,sample_2061_avr.bin,3DES-ECB,WiFi,avr,105,5,17,7.66
2062,sample_2062_arm.bin,GCM,SSH,arm,54,6,11,1.03
2063,sample_2063_avr.bin,CHACHA20,Bluetooth,avr,133,16,20,6.94
2064,sample_2064_risc.bin,Blowfish-ECB,Bluetooth,risc,104,9,25,4.63
2065,sample_2065_mips.bin,DES-ECB,WiFi,mips,187,7,17,1.58
2066,sample_2066_mips.bin,HMAC,TLS,mips,123,17,23,2.03
2067,sample_2067_risc.bin,RSA,DTLS,risc,144,14,20,6.16
2068,sample_2068_x86.bin,ECDSA,SSH,x86,67,11,22,2.07
2069,sample_2069_arm.bin,HMAC,TLS,arm,137,14,13,1.42
2070,sample_2070_avr.bin,CHACHA20,TLS,avr,200,8,24,4.99
2071,sample_2071_riscv.bin,Twofish-CBC,DTLS,riscv,56,16,12,0.78
2072,sample_2072_riscv.bin,RC4-CBC,TLS,riscv,71,19,22,4.13
2073,sample_2073_x86.bin,DES-CBC,TLS,x86,174,7,25,1.94
2074,sample_2074_riscv.bin,Blowfish-ECB,SSH,riscv,151,10,17,0.05
2075,sample_2075_arm.bin,RC4-ECB,WiFi,arm,186,11,8,7.4
2076,sample_2076_risc.bin,CHACHA20,SSH,risc,143,9,13,6.0
2077,sample_2077_z80.bin,CHACHA20,WiFi,z80,53,7,23,5.48
2078,sample_2078_riscv.bin,ECDHE,TLS,riscv,146,17,23,6.26
2079,sample_2079_x86.bin,Twofish-ECB,DTLS,x86,143,17,18,4.11
2080,sample_2080_riscv.bin,AES-ECB,SSH,riscv,111,12,9,7.4
2081,sample_2081_avr.bin,CAST-ECB,DTLS,avr,107,7,24,6.68
2082,sample_2082_z80.bin,AES-CBC,WiFi,z80,175,6,25,7.32
2083,sample_2083_mips.bin,3DES-CBC,Bluetooth,mips,80,14,11,5.66
2084,sample_2084_risc.bin,Twofish-CBC,DTLS,risc,191,19,17,0.94
