sample_id,filename,architecture,primitives,crypto_protocols,length_bytes
s1067,s1067.hex,powerpc,"RSA,SHA1","Bluetooth_LE,SSH,WPA3",312
s1068,s1068.hex,arm,"AES,ECDSA,GCM,HMAC",WPA2,4141
s1069,s1069.hex,x86_64,"AES,HMAC,RSA,SHA256","SSH,TLS1.2",567
s1070,s1070.hex,arm64,"ChaCha20,ECDSA,RSA,SHA256","Bluetooth_LE,SSH,TLS1.2",4169
s1071,s1071.hex,x86,"RSA,SHA256","Bluetooth_CLASSIC,DTLS,SSH",315
s1072,s1072.hex,powerpc,"AES,ECDSA","Bluetooth_CLASSIC,DTLS",8250
s1073,s1073.hex,arm64,"AES,ECDSA","Bluetooth_LE,SSH,WPA2",567
s1074,s1074.hex,arm64,"GCM,HMAC,SHA1,SHA256",WPA2,561
s1075,s1075.hex,arm,"AES,ECDSA","Bluetooth_CLASSIC,TLS1.3",312
s1076,s1076.hex,arm64,"ECDSA,HMAC","DTLS,SSH,WPA2",2096
s1077,s1077.hex,powerpc,"ChaCha20,ECDSA,HMAC,SHA256","DTLS,SSH,TLS1.3",580
s1078,s1078.hex,arm,"ECDHE,GCM,HMAC,RSA","Bluetooth_LE,IPSec",2107
s1079,s1079.hex,powerpc,"AES,ECDHE,HMAC,RSA",WPA3,561
s1080,s1080.hex,x86,"AES,GCM,SHA1","IPSec,WPA2",301
s1081,s1081.hex,mips,"ECDHE,GCM,RSA",IPSec,2090
s1082,s1082.hex,arm,"ECDSA,SHA1,SHA256","SSH,TLS1.2,WPA3",567
s1083,s1083.hex,arm64,"AES,GCM,SHA1","WPA2,WPA3",8238
s1084,s1084.hex,x86,"AES,ChaCha20",DTLS,8231
s1085,s1085.hex,arm,"GCM,SHA1","IPSec,TLS1.2,WPA3",4144
s1086,s1086.hex,x86,"AES,ECDHE,GCM,HMAC",TLS1.3,559
s1087,s1087.hex,mips,"ECDHE,ECDSA,GCM","SSH,TLS1.2",2097
s1088,s1088.hex,x86_64,"ECDHE,GCM,RSA","Bluetooth_LE,DTLS,IPSec",2110
s1089,s1089.hex,x86,"ChaCha20,SHA1,SHA256",IPSec,2096
s1090,s1090.hex,mips,"ChaCha20,ECDHE,ECDSA,HMAC","WPA2,WPA3",2106
s1091,s1091.hex,arm,"AES,ChaCha20,HMAC","Bluetooth_LE,SSH,WPA2",573
s1092,s1092.hex,arm,"RSA,SHA1",WPA3,8227
s1093,s1093.hex,arm64,"ChaCha20,ECDHE,GCM,SHA1","DTLS,IPSec",2106
s1094,s1094.hex,powerpc,"AES,ECDSA,SHA256","TLS1.3,WPA2,WPA3",571
s1095,s1095.hex,powerpc,"GCM,SHA256","SSH,WPA3",4141
s1096,s1096.hex,arm64,"ECDHE,HMAC","Bluetooth_LE,DTLS,IPSec",570
s1097,s1097.hex,arm64,"ECDSA,HMAC","Bluetooth_CLASSIC,SSH,WPA3",4157
s1098,s1098.hex,x86,"AES,ChaCha20,GCM,SHA1","Bluetooth_CLASSIC,IPSec",2115
s1099,s1099.hex,x86_64,"GCM,HMAC",SSH,4133
s1100,s1100.hex,arm64,"ChaCha20,HMAC,SHA256","Bluetooth_CLASSIC,IPSec,SSH",4168
s1101,s1101.hex,x86,"ChaCha20,ECDHE,SHA1,SHA256","TLS1.2,TLS1.3",4158
s1102,s1102.hex,x86,"ECDSA,GCM,RSA,SHA1",TLS1.2,4143
s1103,s1103.hex,arm64,"ECDSA,GCM,HMAC,SHA256",Bluetooth_CLASSIC,575
s1104,s1104.hex,x86_64,"SHA1,SHA256","Bluetooth_LE,DTLS,TLS1.2",317
s1105,s1105.hex,x86,"ECDHE,SHA256",IPSec,296
s1106,s1106.hex,arm64,"ECDSA,GCM,SHA1,SHA256",Bluetooth_LE,570
s1107,s1107.hex,powerpc,"AES,ECDSA,HMAC,SHA1",WPA2,306
s1108,s1108.hex,mips,"ECDHE,ECDSA,SHA256","Bluetooth_CLASSIC,IPSec,WPA2",4166
s1109,s1109.hex,x86,"GCM,RSA,SHA256",IPSec,554
s1110,s1110.hex,x86_64,"AES,SHA1,SHA256",Bluetooth_CLASSIC,4154
s1111,s1111.hex,powerpc,"HMAC,SHA1,SHA256",DTLS,4143
s1112,s1112.hex,x86,"AES,ECDSA,HMAC,RSA",Bluetooth_LE,4149
s1113,s1113.hex,x86,"ChaCha20,GCM","DTLS,TLS1.3,WPA2",563
s1114,s1114.hex,x86,"ECDHE,GCM,RSA,SHA1","Bluetooth_CLASSIC,Bluetooth_LE",583
s1115,s1115.hex,x86_64,"ChaCha20,HMAC,RSA",Bluetooth_LE,311
s1116,s1116.hex,powerpc,"SHA1,SHA256",WPA2,298
s1117,s1117.hex,mips,"HMAC,RSA","Bluetooth_CLASSIC,IPSec,SSH",4155
s1118,s1118.hex,powerpc,"AES,ECDSA,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,SSH",4173
s1119,s1119.hex,powerpc,"AES,ChaCha20,RSA,SHA1","SSH,TLS1.2,WPA2",575
s1120,s1120.hex,arm,"AES,GCM,HMAC,SHA256","TLS1.2,WPA2",2101
s1121,s1121.hex,arm,"AES,ChaCha20,ECDSA,HMAC","DTLS,TLS1.2,WPA3",2110
s1122,s1122.hex,arm,"AES,HMAC,RSA,SHA256","DTLS,SSH,TLS1.3",8249
s1123,s1123.hex,arm,"ChaCha20,HMAC,SHA1,SHA256","DTLS,WPA3",569
s1124,s1124.hex,x86,"AES,GCM,SHA1","SSH,WPA3",8235
s1125,s1125.hex,arm64,"ChaCha20,ECDSA,GCM","DTLS,SSH,WPA3",312
s1126,s1126.hex,powerpc,"AES,ChaCha20,ECDHE,RSA","TLS1.3,WPA2",4156
s1127,s1127.hex,x86_64,"AES,RSA,SHA1,SHA256","DTLS,WPA3",4150
s1128,s1128.hex,mips,"ChaCha20,HMAC,SHA1","Bluetooth_LE,IPSec,TLS1.2",323
s1129,s1129.hex,powerpc,"AES,ChaCha20,ECDSA,SHA1","Bluetooth_LE,DTLS,IPSec",585
s1130,s1130.hex,powerpc,"ChaCha20,GCM,RSA",Bluetooth_LE,8247
s1131,s1131.hex,mips,"ChaCha20,GCM,RSA",Bluetooth_CLASSIC,8249
s1132,s1132.hex,powerpc,"ECDHE,RSA,SHA256","Bluetooth_LE,IPSec",4157
s1133,s1133.hex,powerpc,"AES,ECDHE,ECDSA","TLS1.3,WPA3",4149
s1134,s1134.hex,arm,"AES,GCM,SHA256",TLS1.3,2091
s1135,s1135.hex,arm,"HMAC,RSA","DTLS,TLS1.3",298
s1136,s1136.hex,x86_64,"GCM,RSA","DTLS,WPA3",2090
s1137,s1137.hex,arm64,"AES,ECDHE,GCM,SHA256","Bluetooth_CLASSIC,TLS1.2",581
s1138,s1138.hex,mips,"ECDHE,GCM,HMAC,SHA256","Bluetooth_CLASSIC,SSH,TLS1.3",2121
s1139,s1139.hex,x86,"ECDSA,GCM,SHA256",IPSec,4140
s1140,s1140.hex,mips,"AES,ECDHE,GCM","Bluetooth_CLASSIC,DTLS,IPSec",321
s1141,s1141.hex,powerpc,"AES,ChaCha20,ECDHE,HMAC",IPSec,311
s1142,s1142.hex,x86_64,"ECDSA,GCM","Bluetooth_CLASSIC,SSH,TLS1.2",4159
s1143,s1143.hex,x86_64,"ECDSA,GCM,HMAC,SHA256",WPA3,2099
s1144,s1144.hex,arm,"ChaCha20,ECDSA,GCM","IPSec,SSH,TLS1.3",2105
s1145,s1145.hex,x86_64,"AES,GCM,SHA256","DTLS,IPSec,TLS1.3",2105
s1146,s1146.hex,arm64,"AES,ChaCha20,RSA","SSH,WPA3",305
s1147,s1147.hex,x86,"RSA,SHA256","SSH,TLS1.2,WPA3",4144
s1148,s1148.hex,arm64,"ChaCha20,ECDSA,RSA","Bluetooth_CLASSIC,TLS1.2,WPA3",2120
s1149,s1149.hex,x86,"AES,ChaCha20,SHA256","TLS1.3,WPA2",4149
s1150,s1150.hex,arm64,"ECDHE,HMAC,SHA1","TLS1.2,WPA2",563
s1151,s1151.hex,x86,"ECDHE,ECDSA,SHA1,SHA256","IPSec,SSH,TLS1.2",318
s1152,s1152.hex,arm,"ChaCha20,ECDHE,GCM",Bluetooth_CLASSIC,2106
s1153,s1153.hex,powerpc,"AES,HMAC,RSA,SHA1","Bluetooth_CLASSIC,TLS1.3",324
s1154,s1154.hex,x86,"RSA,SHA256",SSH,548
s1155,s1155.hex,x86,"AES,ECDSA,HMAC","Bluetooth_CLASSIC,IPSec",316
s1156,s1156.hex,x86_64,"AES,ECDHE,ECDSA,GCM","TLS1.2,TLS1.3,WPA2",575
s1157,s1157.hex,x86_64,"AES,ChaCha20,ECDSA,SHA1",SSH,2100
s1158,s1158.hex,powerpc,"AES,RSA",TLS1.3,4136
s1159,s1159.hex,arm,"AES,ECDSA","Bluetooth_CLASSIC,WPA3",4150
s1160,s1160.hex,arm64,"ECDSA,GCM","Bluetooth_CLASSIC,Bluetooth_LE,WPA3",4165
s1161,s1161.hex,x86_64,"AES,ChaCha20,HMAC,SHA256","DTLS,TLS1.3,WPA2",2114
s1162,s1162.hex,mips,"HMAC,RSA,SHA1,SHA256","SSH,WPA3",2100
s1163,s1163.hex,x86_64,"ChaCha20,ECDHE,SHA1","DTLS,TLS1.3,WPA3",317
s1164,s1164.hex,powerpc,"ChaCha20,ECDSA",IPSec,558
s1165,s1165.hex,mips,"ChaCha20,SHA1","Bluetooth_LE,WPA3",566
s1166,s1166.hex,mips,"AES,RSA",IPSec,2084
s1167,s1167.hex,arm64,"ChaCha20,SHA256","SSH,TLS1.3",2098
s1168,s1168.hex,arm,"AES,ECDSA","DTLS,TLS1.2",555
s1169,s1169.hex,x86,"ECDHE,RSA","Bluetooth_CLASSIC,WPA2",8246
s1170,s1170.hex,x86_64,"AES,ChaCha20,HMAC,SHA1","DTLS,IPSec",570
s1171,s1171.hex,arm64,"AES,ChaCha20,ECDSA,SHA256",Bluetooth_CLASSIC,2115
s1172,s1172.hex,powerpc,"ECDHE,GCM,SHA1",WPA3,2093
s1173,s1173.hex,powerpc,"ECDHE,ECDSA,SHA256","Bluetooth_LE,DTLS,TLS1.2",4165
s1174,s1174.hex,x86_64,"ECDSA,HMAC,SHA256","DTLS,SSH,WPA3",2104
s1175,s1175.hex,powerpc,"GCM,SHA256","Bluetooth_CLASSIC,IPSec",8252
s1176,s1176.hex,x86_64,"GCM,HMAC,SHA1","DTLS,TLS1.3,WPA3",311
s1177,s1177.hex,mips,"AES,ChaCha20,GCM","Bluetooth_LE,DTLS,TLS1.3",8256
s1178,s1178.hex,x86_64,"GCM,SHA1",WPA2,294
s1179,s1179.hex,arm,"AES,ChaCha20,ECDHE,SHA1",IPSec,563
s1180,s1180.hex,powerpc,"AES,ChaCha20",TLS1.2,557
s1181,s1181.hex,mips,"ECDHE,GCM,HMAC,SHA256","DTLS,WPA2,WPA3",315
s1182,s1182.hex,powerpc,"AES,ChaCha20,SHA256","IPSec,TLS1.3,WPA3",319
s1183,s1183.hex,arm64,"AES,SHA1","Bluetooth_LE,TLS1.3,WPA2",4153
s1184,s1184.hex,mips,"SHA1,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,IPSec",2119
s1185,s1185.hex,arm,"AES,HMAC,RSA","Bluetooth_CLASSIC,DTLS",2105
s1186,s1186.hex,powerpc,"ECDHE,ECDSA,GCM,SHA1","Bluetooth_CLASSIC,WPA3",325
s1187,s1187.hex,x86,"GCM,SHA256",WPA3,293
s1188,s1188.hex,powerpc,"GCM,HMAC,SHA256","IPSec,TLS1.3,WPA2",2107
s1189,s1189.hex,arm64,"GCM,HMAC,SHA1","DTLS,SSH",2094
s1190,s1190.hex,x86_64,"AES,ChaCha20,ECDSA","DTLS,IPSec",8246
s1191,s1191.hex,x86_64,"ECDHE,HMAC,SHA256","TLS1.2,WPA2",310
s1192,s1192.hex,arm64,"ECDHE,ECDSA,HMAC","DTLS,TLS1.3,WPA3",4153
s1193,s1193.hex,arm64,"ECDSA,RSA,SHA1","Bluetooth_CLASSIC,TLS1.3,WPA2",324
s1194,s1194.hex,powerpc,"ECDSA,HMAC,SHA256","SSH,TLS1.2,TLS1.3",4157
s1195,s1195.hex,powerpc,"ChaCha20,SHA1,SHA256",IPSec,2100
s1196,s1196.hex,x86_64,"ChaCha20,ECDSA",WPA3,556
s1197,s1197.hex,x86,"AES,ECDSA,GCM,HMAC","DTLS,WPA3",4146
s1198,s1198.hex,arm,"AES,ChaCha20,ECDHE","IPSec,WPA2,WPA3",568
s1199,s1199.hex,x86,"ECDHE,ECDSA,SHA1","Bluetooth_LE,SSH",567
s1200,s1200.hex,arm64,"ChaCha20,GCM,HMAC,RSA",Bluetooth_CLASSIC,8255
s1201,s1201.hex,mips,"ECDSA,GCM",SSH,292
s1202,s1202.hex,mips,"GCM,SHA1,SHA256",Bluetooth_LE,563
s1203,s1203.hex,mips,"ECDHE,ECDSA,SHA1,SHA256",Bluetooth_LE,571
s1204,s1204.hex,x86,"ECDHE,GCM,HMAC,RSA","Bluetooth_CLASSIC,TLS1.2,TLS1.3",2120
s1205,s1205.hex,x86_64,"ECDHE,SHA1,SHA256","IPSec,TLS1.3,WPA3",8252
s1206,s1206.hex,mips,"ECDHE,ECDSA,GCM,SHA1",WPA3,4144
s1207,s1207.hex,powerpc,"AES,ECDHE,RSA",Bluetooth_CLASSIC,2105
s1208,s1208.hex,arm64,"ECDSA,GCM,HMAC,SHA256","Bluetooth_LE,SSH",8254
s1209,s1209.hex,mips,"GCM,HMAC,RSA","Bluetooth_LE,WPA2,WPA3",8250
s1210,s1210.hex,arm,"AES,ChaCha20,ECDSA","Bluetooth_LE,IPSec,WPA2",8256
s1211,s1211.hex,x86_64,"ChaCha20,ECDHE,ECDSA,GCM","Bluetooth_LE,IPSec,SSH",4168
s1212,s1212.hex,powerpc,"GCM,SHA256",IPSec,8234
s1213,s1213.hex,x86_64,"ECDHE,SHA1,SHA256","Bluetooth_LE,DTLS",4156
s1214,s1214.hex,x86,"AES,ECDHE,RSA,SHA1","DTLS,IPSec,WPA3",312
s1215,s1215.hex,powerpc,"ChaCha20,SHA1,SHA256","Bluetooth_CLASSIC,SSH,TLS1.3",4171
s1216,s1216.hex,arm64,"GCM,HMAC","TLS1.3,WPA2",8236
s1217,s1217.hex,arm,"AES,ECDSA,SHA1","IPSec,TLS1.3,WPA3",2102
s1218,s1218.hex,arm,"ECDSA,GCM,HMAC,SHA256",TLS1.2,2098
s1219,s1219.hex,arm,"ECDHE,ECDSA,RSA,SHA1",Bluetooth_LE,311
s1220,s1220.hex,arm,"AES,ChaCha20,SHA1,SHA256","Bluetooth_CLASSIC,DTLS,WPA3",2122
s1221,s1221.hex,x86_64,"ChaCha20,SHA256",TLS1.3,559
s1222,s1222.hex,x86,"GCM,SHA1",SSH,290
s1223,s1223.hex,arm,"ChaCha20,SHA1",IPSec,297
s1224,s1224.hex,mips,"ECDSA,GCM,RSA,SHA1","Bluetooth_LE,IPSec,WPA3",321
s1225,s1225.hex,arm64,"AES,ECDHE,GCM",Bluetooth_CLASSIC,567
s1226,s1226.hex,x86,"AES,GCM,RSA,SHA1","Bluetooth_LE,DTLS,IPSec",574
s1227,s1227.hex,powerpc,"AES,ChaCha20,ECDHE","DTLS,TLS1.3,WPA3",317
s1228,s1228.hex,mips,"AES,HMAC",TLS1.3,550
s1229,s1229.hex,arm,"ECDHE,HMAC","Bluetooth_CLASSIC,TLS1.3,WPA3",8254
s1230,s1230.hex,mips,"AES,HMAC,RSA,SHA256","Bluetooth_CLASSIC,WPA2",321
s1231,s1231.hex,mips,"AES,ChaCha20,ECDHE","DTLS,TLS1.2,TLS1.3",4156
s1232,s1232.hex,x86,"ChaCha20,HMAC",IPSec,297
s1233,s1233.hex,mips,"ChaCha20,GCM","Bluetooth_LE,IPSec",310
s1234,s1234.hex,mips,"GCM,HMAC","Bluetooth_CLASSIC,Bluetooth_LE,WPA3",2115
s1235,s1235.hex,arm,"AES,SHA256",IPSec,8230
s1236,s1236.hex,x86_64,"GCM,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,SSH",326
s1237,s1237.hex,arm,"SHA1,SHA256","Bluetooth_LE,SSH,TLS1.2",569
s1238,s1238.hex,mips,"AES,SHA256","Bluetooth_CLASSIC,TLS1.2",314
s1239,s1239.hex,mips,"AES,SHA1","Bluetooth_LE,DTLS,TLS1.2",568
s1240,s1240.hex,x86_64,"AES,ECDHE,ECDSA,RSA",WPA2,305
s1241,s1241.hex,powerpc,"AES,ECDHE,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,WPA2",8270
s1242,s1242.hex,arm,"AES,ECDHE,SHA1,SHA256",TLS1.3,306
s1243,s1243.hex,x86_64,"AES,ECDSA,HMAC,SHA256","SSH,TLS1.2,TLS1.3",320
s1244,s1244.hex,arm,"ChaCha20,ECDHE,RSA","IPSec,TLS1.2,WPA2",570
s1245,s1245.hex,arm,"AES,GCM",SSH,289
s1246,s1246.hex,arm64,"AES,ChaCha20,SHA1","SSH,TLS1.2,TLS1.3",571
s1247,s1247.hex,x86,"ECDHE,RSA","Bluetooth_CLASSIC,DTLS",4150
s1248,s1248.hex,powerpc,"ChaCha20,ECDHE,GCM,SHA256",WPA2,312
s1249,s1249.hex,x86,"AES,ECDHE,SHA256","Bluetooth_LE,DTLS,WPA3",317
s1250,s1250.hex,arm64,"ECDHE,ECDSA,SHA1,SHA256","TLS1.3,WPA2",315
s1251,s1251.hex,powerpc,"AES,ChaCha20,RSA,SHA256","SSH,WPA2",2106
s1252,s1252.hex,x86,"AES,GCM,HMAC,SHA1","TLS1.2,WPA2",8243
s1253,s1253.hex,mips,"AES,ChaCha20,ECDSA,GCM","SSH,WPA2",310
s1254,s1254.hex,x86_64,"RSA,SHA1,SHA256","TLS1.2,TLS1.3",4150
s1255,s1255.hex,powerpc,"AES,ECDHE,SHA1","TLS1.2,TLS1.3,WPA3",8251
s1256,s1256.hex,mips,"ECDSA,HMAC,SHA256",IPSec,302
s1257,s1257.hex,powerpc,"AES,HMAC","TLS1.3,WPA2",4142
s1258,s1258.hex,mips,"ChaCha20,ECDSA,GCM",IPSec,2095
s1259,s1259.hex,mips,"HMAC,RSA,SHA1",TLS1.2,299
s1260,s1260.hex,arm,"AES,ECDHE,GCM","DTLS,TLS1.2",303
s1261,s1261.hex,powerpc,"AES,ECDSA,GCM,SHA1","Bluetooth_LE,IPSec,WPA2",324
s1262,s1262.hex,mips,"ChaCha20,HMAC",Bluetooth_LE,2097
s1263,s1263.hex,x86_64,"ChaCha20,GCM","DTLS,IPSec,TLS1.2",567
s1264,s1264.hex,x86_64,"ECDHE,SHA1","Bluetooth_LE,TLS1.2",311
s1265,s1265.hex,x86,"AES,ECDSA,SHA256","Bluetooth_CLASSIC,IPSec,WPA3",579
s1266,s1266.hex,arm64,"AES,SHA256",DTLS,8231
s1267,s1267.hex,arm,"AES,ChaCha20,ECDSA,SHA1",WPA3,306
s1268,s1268.hex,arm64,"AES,GCM,HMAC",IPSec,4138
s1269,s1269.hex,x86,"ChaCha20,ECDHE","IPSec,SSH,WPA2",307
s1270,s1270.hex,arm64,"ECDHE,ECDSA,GCM","TLS1.2,WPA3",307
s1271,s1271.hex,arm,"ChaCha20,GCM",TLS1.2,2089
s1272,s1272.hex,arm64,"ECDSA,GCM","TLS1.2,TLS1.3",2095
s1273,s1273.hex,arm64,"AES,ChaCha20,RSA,SHA256","DTLS,SSH",2104
s1274,s1274.hex,x86,"AES,ChaCha20,HMAC,SHA256","Bluetooth_LE,TLS1.3",2114
s1275,s1275.hex,x86_64,"ECDHE,GCM,RSA,SHA256","Bluetooth_CLASSIC,WPA3",4164
s1276,s1276.hex,arm,"ECDHE,ECDSA,HMAC,SHA256","DTLS,WPA3",311
s1277,s1277.hex,x86_64,"ChaCha20,ECDHE,GCM",Bluetooth_LE,4152
s1278,s1278.hex,x86_64,"ChaCha20,ECDSA","Bluetooth_LE,SSH,WPA3",8253
s1279,s1279.hex,mips,"ChaCha20,ECDHE,GCM","DTLS,SSH,WPA3",567
s1280,s1280.hex,x86_64,"ECDHE,SHA1,SHA256",SSH,302
s1281,s1281.hex,x86_64,"AES,HMAC,SHA256","DTLS,TLS1.2,TLS1.3",315
s1282,s1282.hex,mips,"ChaCha20,SHA1",WPA3,4137
s1283,s1283.hex,powerpc,"GCM,SHA256","IPSec,TLS1.2",8241
s1284,s1284.hex,x86_64,"ChaCha20,ECDHE,ECDSA","Bluetooth_CLASSIC,IPSec",2117
s1285,s1285.hex,arm,"AES,ChaCha20,GCM,RSA","Bluetooth_LE,IPSec",317
s1286,s1286.hex,x86,"RSA,SHA1","IPSec,TLS1.2,WPA3",304
s1287,s1287.hex,arm,"GCM,SHA256",Bluetooth_LE,4141
s1288,s1288.hex,x86,"ChaCha20,ECDHE,ECDSA,SHA256","IPSec,TLS1.2",4158
s1289,s1289.hex,arm,"AES,GCM,HMAC,SHA1","Bluetooth_CLASSIC,IPSec",319
s1290,s1290.hex,x86,"ECDHE,SHA1","IPSec,SSH",298
s1291,s1291.hex,arm64,"GCM,RSA,SHA1,SHA256",IPSec,8241
s1292,s1292.hex,arm,"ChaCha20,SHA256",TLS1.2,2092
s1293,s1293.hex,powerpc,"ECDSA,SHA1,SHA256",WPA3,4144
s1294,s1294.hex,x86,"ECDSA,GCM,SHA1,SHA256","Bluetooth_CLASSIC,IPSec,WPA2",584
s1295,s1295.hex,powerpc,"ECDHE,HMAC,RSA",WPA2,557
s1296,s1296.hex,mips,"GCM,SHA1","DTLS,TLS1.3",2091
s1297,s1297.hex,x86_64,"ECDSA,RSA,SHA256","SSH,TLS1.3,WPA3",313
s1298,s1298.hex,powerpc,"ECDSA,GCM,SHA1",Bluetooth_LE,2101
s1299,s1299.hex,x86,"GCM,HMAC","Bluetooth_LE,DTLS",2096
s1300,s1300.hex,arm,"ChaCha20,ECDHE,SHA256",SSH,8239
s1301,s1301.hex,x86,"AES,ChaCha20,GCM","Bluetooth_CLASSIC,SSH",4156
s1302,s1302.hex,x86_64,"ECDSA,RSA","SSH,TLS1.2",557
s1303,s1303.hex,arm64,"ChaCha20,ECDSA,RSA","Bluetooth_LE,SSH,WPA2",4160
s1304,s1304.hex,x86,"ChaCha20,HMAC",IPSec,297
s1305,s1305.hex,x86,"ChaCha20,RSA,SHA1","SSH,WPA2",304
s1306,s1306.hex,powerpc,"ECDSA,HMAC","Bluetooth_CLASSIC,SSH",570
s1307,s1307.hex,x86,"AES,ECDHE,RSA",DTLS,296
s1308,s1308.hex,powerpc,"AES,HMAC",Bluetooth_LE,2095
s1309,s1309.hex,powerpc,"ECDHE,RSA,SHA1","TLS1.3,WPA2,WPA3",313
s1310,s1310.hex,powerpc,"ChaCha20,RSA,SHA1,SHA256","DTLS,TLS1.2",574
s1311,s1311.hex,arm64,"HMAC,SHA1",Bluetooth_LE,558
s1312,s1312.hex,arm,"AES,SHA256","IPSec,WPA3",299
s1313,s1313.hex,mips,"ChaCha20,ECDHE","Bluetooth_CLASSIC,DTLS,SSH",576
s1314,s1314.hex,x86_64,"ChaCha20,SHA1","WPA2,WPA3",4144
s1315,s1315.hex,x86,"AES,HMAC,SHA256","Bluetooth_LE,IPSec,TLS1.2",575
s1316,s1316.hex,arm,"ChaCha20,ECDSA,RSA,SHA1",IPSec,563
s1317,s1317.hex,arm64,"AES,ECDSA,GCM,HMAC","Bluetooth_CLASSIC,SSH,TLS1.2",327
s1318,s1318.hex,powerpc,"ChaCha20,ECDHE,HMAC,RSA","DTLS,WPA3",315
s1319,s1319.hex,powerpc,"ChaCha20,ECDHE,HMAC,RSA","Bluetooth_CLASSIC,DTLS",328
s1320,s1320.hex,x86,"ChaCha20,GCM,HMAC,SHA256","DTLS,IPSec",8249
s1321,s1321.hex,arm,"AES,ECDHE,GCM,HMAC","IPSec,TLS1.2",309
s1322,s1322.hex,mips,"ECDHE,SHA1,SHA256","Bluetooth_CLASSIC,IPSec",320
s1323,s1323.hex,x86,"ChaCha20,HMAC,RSA,SHA1",WPA3,2097
s1324,s1324.hex,powerpc,"AES,ECDHE","Bluetooth_CLASSIC,SSH,TLS1.2",576
s1325,s1325.hex,x86,"ChaCha20,ECDSA,RSA",DTLS,2093
s1326,s1326.hex,arm,"ChaCha20,HMAC,SHA256","Bluetooth_LE,TLS1.2",574
s1327,s1327.hex,x86_64,"ChaCha20,ECDSA,RSA","IPSec,TLS1.2",4152
s1328,s1328.hex,mips,"ChaCha20,HMAC,RSA,SHA1","Bluetooth_LE,IPSec,TLS1.3",583
s1329,s1329.hex,arm64,"ECDHE,RSA",WPA2,550
s1330,s1330.hex,x86_64,"GCM,HMAC","Bluetooth_LE,TLS1.2",2101
s1331,s1331.hex,mips,"ChaCha20,HMAC",TLS1.3,4139
s1332,s1332.hex,x86,"ECDHE,RSA",WPA3,4132
s1333,s1333.hex,x86_64,"ChaCha20,ECDHE,GCM,RSA","Bluetooth_LE,TLS1.3",2115
s1334,s1334.hex,arm64,"ECDHE,RSA,SHA1","IPSec,WPA2",2097
s1335,s1335.hex,arm64,"AES,RSA,SHA1","Bluetooth_CLASSIC,TLS1.3,WPA3",4162
s1336,s1336.hex,arm,"ChaCha20,ECDHE","TLS1.3,WPA3",560
s1337,s1337.hex,mips,"ECDSA,GCM,SHA256","IPSec,WPA2,WPA3",567
s1338,s1338.hex,x86,"GCM,HMAC,RSA","DTLS,SSH,TLS1.2",562
s1339,s1339.hex,arm64,"AES,SHA256",Bluetooth_LE,4143
s1340,s1340.hex,powerpc,"ECDSA,GCM,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,WPA2",590
s1341,s1341.hex,arm64,"ChaCha20,HMAC,SHA1,SHA256",Bluetooth_LE,574
s1342,s1342.hex,powerpc,"AES,ECDHE,ECDSA,SHA1","Bluetooth_CLASSIC,WPA2",581
s1343,s1343.hex,arm,"ECDHE,ECDSA,GCM,HMAC",TLS1.2,561
s1344,s1344.hex,arm64,"ChaCha20,GCM,RSA","Bluetooth_CLASSIC,SSH,TLS1.3",2117
s1345,s1345.hex,mips,"ECDHE,GCM,HMAC,SHA1",Bluetooth_CLASSIC,2108
s1346,s1346.hex,arm,"AES,SHA1",IPSec,548
s1347,s1347.hex,x86,"ChaCha20,ECDHE","Bluetooth_CLASSIC,DTLS",315
s1348,s1348.hex,powerpc,"AES,ECDHE,HMAC,SHA256","DTLS,TLS1.3",2107
s1349,s1349.hex,mips,"ECDSA,HMAC","IPSec,SSH,TLS1.3",8242
s1350,s1350.hex,powerpc,"GCM,HMAC,SHA1,SHA256","DTLS,TLS1.2,TLS1.3",4161
s1351,s1351.hex,arm,"AES,ECDSA,GCM,SHA256","Bluetooth_CLASSIC,TLS1.2,WPA2",584
s1352,s1352.hex,mips,"HMAC,RSA,SHA256","Bluetooth_CLASSIC,Bluetooth_LE,IPSec",587
s1353,s1353.hex,powerpc,"AES,ECDSA","Bluetooth_LE,WPA2",8245
s1354,s1354.hex,arm,"ChaCha20,HMAC,RSA","Bluetooth_LE,TLS1.3",315
s1355,s1355.hex,mips,"AES,ChaCha20,RSA","Bluetooth_CLASSIC,IPSec,WPA2",4164
s1356,s1356.hex,x86,"ECDHE,SHA256",IPSec,296
s1357,s1357.hex,arm,"ECDHE,RSA,SHA256",WPA3,555
s1358,s1358.hex,arm64,"AES,GCM,SHA1","DTLS,TLS1.3",8240
s1359,s1359.hex,x86_64,"GCM,SHA1,SHA256","Bluetooth_LE,IPSec",315
s1360,s1360.hex,powerpc,"AES,ECDHE,GCM,RSA","SSH,TLS1.2,WPA3",315
s1361,s1361.hex,arm,"ChaCha20,ECDSA,RSA","Bluetooth_CLASSIC,IPSec,WPA3",581
s1362,s1362.hex,x86,"ECDHE,GCM,SHA1","TLS1.3,WPA2",560
